BJD - 2454833, Corrected Flux
2783.016293846, 0.999927173,
2783.036725601, 0.999877587,
2783.057157256, 0.999893431,
2783.077588910, 0.999875675,
2783.098020565, 0.999955311,
2783.118452220, 1.000000945,
2783.138883875, 1.000067062,
2783.159315529, 0.999987341,
2783.179747184, 0.999934783,
2783.200178739, 0.999883233,
2783.220610494, 0.999976871,
2783.241042148, 1.000040391,
2783.261473903, 1.000037555,
2783.281905458, 1.000088757,
2783.302337113, 1.000005910,
2783.322768867, 0.999907328,
2783.343200422, 0.999936079,
2783.363632077, 0.999924095,
2783.384063832, 0.999982297,
2783.404495386, 0.999946389,
2783.424927041, 0.999894208,
2783.445358796, 0.999925656,
2783.465790350, 1.000119963,
2783.506653760, 0.999884730,
2783.527085315, 0.999881531,
2783.547517069, 0.999966332,
2783.567948724, 0.999985854,
2783.588380379, 0.999933637,
2783.608812034, 0.999931324,
2783.629243688, 0.999883561,
2783.649675343, 0.999871774,
2783.670106998, 0.999926337,
2783.690538653, 0.999868841,
2783.710970407, 0.999951754,
2783.731402062, 0.999826223,
2783.751833617, 0.999952897,
2783.772265372, 0.999937510,
2783.792696926, 0.999870457,
2783.813128581, 0.999938304,
2783.833560336, 0.999915438,
2783.853991891, 0.999887731,
2783.874423545, 0.999859139,
2783.894855300, 1.000051415,
2783.915286855, 1.000100417,
2783.935718610, 1.000067616,
2783.956150265, 0.999939338,
2783.997013574, 0.999998603,
2784.017445229, 0.999953219,
2784.037876784, 1.000005528,
2784.058308539, 1.000111519,
2784.078740193, 0.999950158,
2784.099171848, 0.999977709,
2784.119603503, 0.999846076,
2784.140035158, 0.999977264,
2784.160466913, 0.999924657,
2784.180898468, 0.999952595,
2784.201330122, 1.000120031,
2784.221761877, 1.000014930,
2784.242193432, 0.999989606,
2784.262625087, 1.000057845,
2784.283056842, 1.000179496,
2784.303488497, 1.000183951,
2784.323920052, 1.000047714,
2784.344351807, 0.999982519,
2784.364783462, 1.000033089,
2784.385215117, 0.999909947,
2784.405646772, 0.999983070,
2784.426078427, 0.999954010,
2784.446510082, 1.000012266,
2784.487373392, 1.000043774,
2784.507805147, 0.999988971,
2784.528236702, 0.999933331,
2784.548668357, 0.999985565,
2784.569100012, 0.999976593,
2784.589531667, 0.999958323,
2784.609963222, 1.000025090,
2784.630394977, 1.000073415,
2784.650826632, 1.000032062,
2784.671258387, 1.000006454,
2784.691689942, 0.999956568,
2784.732553352, 1.000085130,
2784.752984908, 1.000042150,
2784.773416563, 0.999947537,
2784.793848318, 0.999828825,
2784.814279973, 0.999830883,
2784.834711528, 0.999957882,
2784.855143283, 1.000091727,
2784.875574939, 0.999999122,
2784.896006594, 0.999938032,
2784.916438249, 0.999939724,
2784.936869904, 1.000008962,
2784.957301660, 1.000097449,
2784.977733215, 0.999896139,
2784.998164870, 0.999900271,
2785.018596626, 0.999860119,
2785.039028181, 0.999923285,
2785.059459836, 0.999830792,
2785.079891592, 0.999924342,
2785.100323147, 1.000015730,
2785.120754903, 0.999968936,
2785.141186558, 0.999939781,
2785.161618114, 1.000051954,
2785.182049869, 1.000019139,
2785.222913080, 1.000127139,
2785.243344835, 1.000000851,
2785.263776491, 0.999951123,
2785.284208047, 0.999954404,
2785.304639802, 0.999992886,
2785.325071458, 0.999907136,
2785.345503113, 0.999871879,
2785.365934769, 0.999919646,
2785.386366425, 0.999863518,
2785.406798080, 0.999867454,
2785.427229736, 0.999892199,
2785.468093147, 1.000072165,
2785.488524703, 1.000034824,
2785.508956359, 0.999908892,
2785.529388115, 0.999939923,
2785.549819671, 0.999936297,
2785.570251426, 0.999895531,
2785.590683082, 0.999876358,
2785.611114638, 0.999983216,
2785.631546394, 0.999993013,
2785.651978050, 0.999894945,
2785.672409606, 0.999939322,
2785.713273018, 0.999829061,
2785.733704574, 0.999890475,
2785.754136330, 0.999882853,
2785.774567986, 0.999801893,
2785.794999742, 0.999921487,
2785.815431298, 0.999879374,
2785.835862954, 0.999888421,
2785.856294711, 0.999923468,
2785.876726267, 0.999936754,
2785.897157923, 0.999841806,
2785.917589679, 0.999978446,
2785.958452892, 1.000088260,
2785.978884648, 0.999936744,
2785.999316204, 0.999912947,
2786.019747961, 0.999911051,
2786.040179617, 0.999853748,
2786.060611174, 0.999930266,
2786.081042930, 0.999859269,
2786.101474586, 0.999901807,
2786.121906143, 0.999813367,
2786.142337899, 0.999902747,
2786.162769556, 0.999879516,
2786.203632869, 0.999964750,
2786.224064526, 0.999942377,
2786.244496282, 0.999983879,
2786.264927839, 0.999945328,
2786.285359496, 0.999880344,
2786.305791253, 0.999829299,
2786.326222809, 0.999792742,
2786.346654466, 0.999863847,
2786.367086223, 0.999822884,
2786.387517780, 1.000003266,
2786.407949437, 1.000049144,
2786.469244508, 1.000055239,
2786.489676165, 0.999970026,
2786.510107822, 0.999960810,
2786.530539479, 0.999857999,
2786.550971136, 0.999934244,
2786.571402793, 0.999875015,
2786.591834550, 1.000031271,
2786.612266107, 0.999974599,
2786.632697765, 0.999971207,
2786.653129422, 1.000122074,
2786.673561079, 0.999928935,
2786.693992836, 0.999952026,
2786.714424394, 0.999909065,
2786.734856051, 0.999843530,
2786.755287809, 0.999914807,
2786.775719366, 0.999906338,
2786.796151024, 0.999883875,
2786.816582781, 0.999898061,
2786.837014339, 0.999942614,
2786.857445996, 0.999825106,
2786.877877754, 0.999859990,
2786.898309312, 0.999972575,
2786.939172727, 0.999970238,
2786.959604385, 0.999964321,
2786.980036043, 0.999922362,
2787.000467701, 0.999983109,
2787.020899358, 0.999941134,
2787.041331016, 0.999935511,
2787.061762674, 1.000001208,
2787.082194332, 0.999932769,
2787.102625990, 0.999914807,
2787.123057648, 0.999958360,
2787.143489407, 0.999968879,
2787.184352623, 1.000015037,
2787.204784381, 1.000001596,
2787.225216039, 1.000050132,
2787.245647598, 1.000019532,
2787.266079356, 0.999944522,
2787.286511014, 1.000008738,
2787.306942573, 0.999939191,
2787.327374331, 0.999952811,
2787.347805990, 0.999925724,
2787.368237648, 0.999908599,
2787.388669307, 0.999861458,
2787.429532624, 0.999981916,
2787.449964283, 0.999888011,
2787.470395841, 0.999891712,
2787.490827600, 0.999977577,
2787.511259259, 0.999853504,
2787.531690918, 0.999915059,
2787.552122577, 0.999906860,
2787.572554236, 0.999918668,
2787.592985995, 0.999940729,
2787.613417654, 0.999944570,
2787.633849213, 1.000002823,
2787.674712631, 1.000061983,
2787.695144190, 1.000015203,
2787.715575949, 0.999943836,
2787.736007609, 0.999908904,
2787.756439168, 1.000005203,
2787.776870927, 1.000047737,
2787.797302587, 0.999923314,
2787.817734346, 0.999875591,
2787.838165906, 1.000012210,
2787.858597565, 0.999954803,
2787.879029325, 0.999955143,
2787.919892544, 0.999974263,
2787.940324304, 1.000080291,
2787.960755864, 1.000041241,
2787.981187624, 0.999993183,
2788.001619283, 0.999933331,
2788.022050843, 1.000118245,
2788.042482603, 1.000067724,
2788.062914163, 1.000030220,
2788.083345823, 1.000019554,
2788.103777583, 1.000047580,
2788.124209144, 0.999972284,
2788.165072564, 1.000086197,
2788.185504224, 1.000018370,
2788.205935885, 1.000001685,
2788.226367545, 1.000010126,
2788.246799205, 1.000022188,
2788.267230866, 1.000036102,
2788.287662526, 1.000055600,
2788.308094187, 1.000017192,
2788.328525948, 0.999983278,
2788.348957508, 1.000042368,
2788.369389169, 0.999969434,
2788.430684252, 0.999998626,
2788.451115912, 0.999936087,
2788.471547473, 0.999922778,
2788.491979234, 0.999857323,
2788.512410896, 0.999962447,
2788.532842457, 0.999936573,
2788.553274218, 1.000104871,
2788.573705879, 0.999891066,
2788.594137540, 0.999882713,
2788.614569202, 0.999837001,
2788.635000863, 0.999796454,
2788.655432625, 0.999751794,
2788.675864186, 0.999887301,
2788.696295848, 0.999838556,
2788.716727509, 0.999824474,
2788.737159171, 0.999745244,
2788.757590833, 0.999688905,
2788.778022494, 0.999775468,
2788.798454156, 0.999811437,
2788.818885818, 0.999822591,
2788.839317580, 0.999903784,
2788.859749142, 0.999927209,
2788.900612566, 0.999779652,
2788.921044128, 0.999816865,
2788.941475890, 0.999836220,
2788.961907553, 0.999807589,
2788.982339115, 0.999867786,
2789.002770877, 0.999932170,
2789.023202540, 0.999832674,
2789.043634102, 0.999759021,
2789.064065865, 0.999719289,
2789.084497527, 0.999760609,
2789.104929290, 0.999757056,
2789.145792516, 0.999758212,
2789.166224278, 0.999774068,
2789.186655841, 0.999824272,
2789.207087504, 0.999759004,
2789.227519267, 0.999799680,
2789.247950830, 0.999760961,
2789.268382593, 0.999819559,
2789.288814257, 0.999810538,
2789.309245920, 0.999813020,
2789.329677583, 0.999776363,
2789.350109247, 0.999635462,
2789.370540910, 0.999753396,
2789.390972573, 0.999793402,
2789.411404237, 0.999787264,
2789.431835801, 0.999802925,
2789.452267564, 0.999889551,
2789.472699228, 0.999777138,
2789.493130992, 0.999867292,
2789.513562556, 0.999827184,
2789.533994220, 0.999745472,
2789.554425984, 0.999842989,
2789.574857548, 0.999775819,
2789.595289212, 0.999772090,
2789.636152540, 0.999747635,
2789.656584204, 0.999715619,
2789.677015969, 0.999716274,
2789.697447533, 0.999758408,
2789.717879298, 0.999797765,
2789.738310962, 0.999867963,
2789.758742527, 0.999798716,
2789.779174291, 0.999780746,
2789.799605956, 0.999930632,
2789.820037621, 0.999838227,
2789.840469286, 1.000073374,
2789.881332616, 0.999645898,
2789.901764281, 0.999706657,
2789.922195946, 0.999792899,
2789.942627711, 0.999742513,
2789.963059376, 0.999663903,
2789.983490942, 0.999795962,
2790.003922707, 0.999964822,
2790.024354372, 0.999924654,
2790.044785938, 0.999707615,
2790.065217704, 0.999614956,
2790.085649369, 0.999849921,
2790.126512701, 0.999759445,
2790.146944367, 0.999761683,
2790.167376032, 0.999752450,
2790.187807698, 0.999703610,
2790.208239264, 0.999768457,
2790.228671031, 0.999738371,
2790.249102697, 0.999813032,
2790.269534263, 0.999886971,
2790.289966029, 0.999828663,
2790.310397696, 0.999846340,
2790.330829462, 0.999733002,
2790.371692695, 0.999809186,
2790.392124462, 0.999744020,
2790.412556029, 0.999768404,
2790.432987696, 0.999909968,
2790.453419463, 1.000002883,
2790.473851130, 1.000011802,
2790.494282697, 0.999829105,
2790.514714464, 0.999758897,
2790.535146131, 0.999667257,
2790.555577798, 0.999709867,
2790.576009466, 0.999689613,
2790.616872900, 0.999766883,
2790.637304468, 0.999745477,
2790.657736136, 0.999748371,
2790.678167903, 0.999802191,
2790.698599471, 0.999952867,
2790.719031239, 0.999853784,
2790.739462907, 0.999765245,
2790.759894475, 0.999717946,
2790.780326243, 0.999643177,
2790.800757911, 0.999670297,
2790.821189479, 0.999725257,
2790.862052816, 0.999870739,
2790.882484484, 0.999748229,
2790.902916253, 0.999692558,
2790.923347821, 0.999791482,
2790.943779590, 0.999736927,
2790.964211259, 0.999763405,
2790.984642828, 0.999810699,
2791.005074596, 0.999798042,
2791.025506265, 0.999871558,
2791.045937934, 0.999888806,
2791.066369604, 1.000038211,
2791.107233042, 0.999755276,
2791.127664611, 0.999767699,
2791.148096281, 0.999852345,
2791.168528050, 0.999736518,
2791.188959720, 0.999764506,
2791.209391290, 0.999748182,
2791.229823059, 0.999658374,
2791.250254729, 0.999782240,
2791.270686299, 0.999857977,
2791.291118069, 0.999722777,
2791.311549739, 0.999740459,
2791.331981509, 0.999751527,
2791.352413080, 0.999734877,
2791.372844750, 0.999797777,
2791.393276520, 0.999763362,
2791.413708091, 0.999775163,
2791.434139761, 0.999835588,
2791.454571432, 0.999776277,
2791.475003103, 0.999849094,
2791.495434773, 0.999840413,
2791.515866544, 0.999762845,
2791.536298115, 0.999824566,
2791.556729886, 0.999749013,
2791.597593129, 0.999775307,
2791.618024900, 0.999837740,
2791.638456471, 0.999814654,
2791.658888143, 0.999788922,
2791.679319914, 0.999718922,
2791.699751586, 0.999555157,
2791.720183258, 0.999501732,
2791.740614929, 0.999602646,
2791.761046601, 0.999531906,
2791.781478273, 0.999515698,
2791.801909945, 0.999526770,
2791.842773390, 0.999803869,
2791.863204962, 0.999785738,
2791.883636634, 0.999802111,
2791.904068407, 0.999882350,
2791.924499979, 0.999847590,
2791.944931752, 0.999885200,
2791.965363425, 0.999825870,
2791.985794997, 0.999852834,
2792.006226770, 0.999868349,
2792.026658443, 0.999902744,
2792.047090016, 0.999885012,
2792.087953463, 0.999804447,
2792.108385236, 0.999888231,
2792.128816810, 0.999954079,
2792.149248483, 0.999917154,
2792.169680257, 0.999980555,
2792.190111830, 0.999928717,
2792.210543504, 0.999904695,
2792.230975178, 1.000006414,
2792.251406852, 0.999991893,
2792.271838526, 1.000033888,
2792.292270200, 1.000036288,
2792.333133649, 0.999982799,
2792.353565323, 0.999910497,
2792.373996898, 0.999998330,
2792.394428672, 1.000040739,
2792.414860347, 1.000084594,
2792.435291922, 1.000113373,
2792.455723696, 0.999964065,
2792.476155371, 0.999904657,
2792.496587146, 0.999961643,
2792.517018722, 0.999965902,
2792.537450397, 1.000025910,
2792.578313748, 0.999979818,
2792.598745423, 1.000067639,
2792.619177199, 1.000033434,
2792.639608774, 1.000062509,
2792.660040450, 1.000081425,
2792.680472226, 1.000017380,
2792.700903802, 1.000133653,
2792.721335578, 0.999849925,
2792.741767254, 0.999822969,
2792.762198830, 1.000002699,
2792.782630607, 1.000165023,
2792.803062283, 1.000030867,
2792.823493960, 1.000028992,
2792.843925636, 0.999992146,
2792.864357313, 1.000092744,
2792.884788990, 1.000004576,
2792.905220667, 0.999939053,
2792.925652344, 0.999984156,
2792.946084021, 0.999968048,
2792.966515698, 0.999984684,
2792.986947376, 0.999915093,
2793.007379053, 0.999995333,
2793.027810730, 1.000028888,
2793.068674186, 0.999957776,
2793.089105764, 0.999990468,
2793.109537541, 1.000024827,
2793.129969219, 1.000049645,
2793.150400797, 0.999990691,
2793.170832576, 0.999957724,
2793.191264254, 1.000028417,
2793.211695832, 1.000013882,
2793.232127611, 0.999910396,
2793.252559289, 0.999984159,
2793.272991068, 1.000113820,
2793.313854326, 0.999989276,
2793.334286105, 0.999974040,
2793.354717684, 1.000006697,
2793.375149363, 0.999918281,
2793.395581142, 0.999914205,
2793.416012722, 0.999914812,
2793.436444401, 1.000010827,
2793.456876181, 1.000097586,
2793.477307860, 1.000027886,
2793.497739540, 1.000025613,
2793.518171220, 0.999960612,
2793.559034580, 1.000060153,
2793.579466260, 0.999924923,
2793.599897941, 1.000040141,
2793.620329621, 0.999885504,
2793.640761302, 0.999843675,
2793.661193082, 1.000083632,
2793.681624663, 1.000002201,
2793.702056344, 1.000147343,
2793.722488125, 1.000157383,
2793.742919706, 1.000022815,
2793.763351387, 1.000078813,
2793.804214749, 1.000022198,
2793.824646431, 1.000222782,
2793.845078212, 0.999984383,
2793.865509794, 0.999899495,
2793.885941576, 0.999981624,
2793.906373258, 0.999963197,
2793.926804840, 1.000127882,
2793.947236622, 1.000090150,
2793.967668304, 1.000049063,
2793.988099986, 1.000066211,
2794.008531669, 1.000015466,
2794.049395134, 1.000018756,
2794.069826717, 1.000118223,
2794.090258399, 1.000091264,
2794.110690182, 1.000077445,
2794.131121865, 1.000073308,
2794.151553449, 1.000043352,
2794.171985232, 1.000086632,
2794.192416915, 1.000066375,
2794.212848599, 1.000383605,
2794.233280282, 1.000049182,
2794.253711966, 1.000065699,
2794.294575334, 0.999910948,
2794.315006918, 0.999905470,
2794.335438702, 1.000006514,
2794.355870386, 0.999995784,
2794.376301970, 1.000024039,
2794.396733755, 1.000130631,
2794.417165440, 1.000105938,
2794.437597224, 1.000130604,
2794.458028809, 1.000137317,
2794.478460494, 0.999883461,
2794.498892279, 1.000060297,
2794.519323864, 1.000052109,
2794.539755549, 1.000118616,
2794.560187335, 1.000238912,
2794.580618920, 1.000145180,
2794.601050706, 1.000172564,
2794.621482392, 1.000073567,
2794.641913977, 1.000130954,
2794.662345763, 1.000042008,
2794.682777449, 0.999980329,
2794.703209135, 1.000097026,
2794.723640822, 1.000076433,
2794.744072508, 1.000148947,
2794.784935881, 0.999997311,
2794.866662629, 1.000044183,
2794.887094416, 1.000038007,
2794.907526103, 1.000194251,
2794.927957691, 1.000134268,
2794.948389478, 1.000066679,
2794.968821066, 1.000079848,
2794.989252854, 0.999974893,
2795.030116130, 1.000059295,
2795.050547918, 1.000084670,
2795.070979606, 1.000109982,
2795.091411195, 0.999894552,
2795.111842983, 1.000098058,
2795.132274672, 1.000024274,
2795.152706260, 1.000053903,
2795.173138049, 1.000094637,
2795.193569738, 1.000031778,
2795.214001527, 0.999992390,
2795.234433116, 1.000038427,
2795.275296595, 1.000104719,
2795.295728185, 1.000025050,
2795.316159874, 0.999904143,
2795.336591664, 1.000067250,
2795.357023354, 1.000011579,
2795.377455044, 1.000092526,
2795.397886734, 1.000008088,
2795.418318425, 1.000015756,
2795.438750115, 1.000101463,
2795.459181806, 1.000013646,
2795.479613496, 1.000055675,
2795.520476878, 1.000049062,
2795.540908569, 1.000132107,
2795.561340360, 1.000051262,
2795.581771951, 1.000024427,
2795.602203743, 1.000094623,
2795.622635434, 1.000067153,
2795.643067026, 1.000177387,
2795.663498818, 1.000034828,
2795.683930409, 1.000033780,
2795.704362101, 1.000073508,
2795.724793894, 1.000141114,
2795.765657278, 0.999906952,
2795.786088971, 1.000103219,
2795.806520563, 1.000085954,
2795.826952356, 0.999950439,
2795.847384049, 1.000089907,
2795.867815742, 1.000102427,
2795.888247435, 1.000006286,
2795.908679128, 1.000033710,
2795.929110922, 1.000006826,
2795.949542515, 1.000117387,
2795.969974209, 1.000062724,
2796.010837696, 1.000056240,
2796.031269291, 0.999995909,
2796.051701085, 1.000026721,
2796.072132779, 1.000039300,
2796.092564373, 0.999990099,
2796.112996168, 1.000017607,
2796.133427863, 1.000008239,
2796.153859657, 1.000028453,
2796.174291252, 1.000064163,
2796.194722947, 1.000012254,
2796.215154742, 1.000136702,
2796.276449829, 0.999953812,
2796.296881424, 1.000028309,
2796.317313220, 0.999975647,
2796.337744816, 1.000009299,
2796.358176512, 1.000010606,
2796.378608308, 1.000064338,
2796.399039905, 1.000014153,
2796.419471601, 1.000040356,
2796.439903398, 0.999978205,
2796.460334995, 1.000010997,
2796.501198489, 1.000035666,
2796.521630186, 0.999948472,
2796.542061883, 1.000072528,
2796.562493580, 1.000073689,
2796.582925278, 1.000076963,
2796.603356976, 1.000098703,
2796.623788673, 0.999992629,
2796.644220371, 1.000011731,
2796.664652069, 1.000067215,
2796.685083768, 1.000063905,
2796.705515566, 1.000115547,
2796.746378863, 0.999934125,
2796.766810662, 1.000136628,
2796.787242361, 1.000043274,
2796.807673960, 1.000127050,
2796.828105759, 1.000008543,
2796.848537458, 1.000061592,
2796.868969057, 1.000113292,
2796.889400857, 1.000110132,
2796.909832557, 1.000092407,
2796.930264356, 1.000054247,
2796.950695956, 1.000096882,
2796.991559357, 1.000080196,
2797.011991057, 1.000149399,
2797.032422758, 1.000072278,
2797.052854458, 1.000023048,
2797.073286159, 1.000127662,
2797.093717960, 1.000082783,
2797.114149561, 1.000125137,
2797.134581262, 1.000078837,
2797.155013064, 1.000134614,
2797.175444765, 1.000149939,
2797.195876367, 1.000082255,
2797.236739870, 1.000086323,
2797.257171572, 1.000044796,
2797.277603275, 1.000130983,
2797.298034977, 1.000110367,
2797.318466779, 1.000168490,
2797.338898382, 1.000117837,
2797.359330085, 1.000124266,
2797.379761888, 1.000073113,
2797.400193491, 1.000073159,
2797.420625194, 1.000153790,
2797.441056997, 1.000035380,
2797.481920404, 1.000063348,
2797.502352108, 1.000015128,
2797.522783712, 1.000118074,
2797.543215516, 1.000063021,
2797.563647220, 1.000075271,
2797.584078824, 1.000090918,
2797.604510629, 1.000076375,
2797.624942333, 1.000091492,
2797.645374138, 1.000001385,
2797.665805743, 0.999899867,
2797.686237448, 1.000210654,
2797.727100858, 1.000103945,
2797.747532564, 0.999962066,
2797.767964269, 1.000066438,
2797.788395975, 1.000092689,
2797.808827681, 1.000079396,
2797.829259387, 1.000078097,
2797.849691093, 1.000037324,
2797.870122900, 1.000019943,
2797.890554606, 1.000024189,
2797.910986213, 1.000043498,
2797.931418020, 1.000112661,
2797.972281333, 1.000217973,
2797.992713141, 1.000058059,
2798.013144848, 1.000021139,
2798.033576656, 1.000038445,
2798.054008263, 1.000090515,
2798.074439971, 1.000067022,
2798.094871779, 1.000059895,
2798.115303387, 0.999960811,
2798.135735095, 1.000021952,
2798.156166904, 1.000127523,
2798.176598512, 1.000110089,
2798.217462030, 1.000037375,
2798.237893639, 1.000097214,
2798.258325448, 1.000074623,
2798.278757157, 1.000164865,
2798.299188767, 1.000072084,
2798.319620576, 1.000123171,
2798.340052286, 1.000064509,
2798.360483996, 1.000071226,
2798.380915706, 1.000116080,
2798.401347416, 1.000021689,
2798.421779126, 1.000061402,
2798.462642547, 1.000046922,
2798.483074258, 1.000097080,
2798.503505969, 1.000074176,
2798.523937680, 1.000139380,
2798.544369492, 1.000110786,
2798.564801103, 1.000032789,
2798.585232915, 1.000068831,
2798.605664626, 1.000068955,
2798.626096238, 1.000112593,
2798.646528050, 1.000069647,
2798.666959762, 1.000099973,
2798.707823187, 1.000089600,
2798.728254900, 1.000132061,
2798.748686513, 1.000049508,
2798.769118325, 1.000079490,
2798.789550039, 1.000076345,
2798.809981852, 1.000032686,
2798.830413465, 1.000074345,
2798.850845179, 1.000118199,
2798.871276993, 1.000108299,
2798.891708606, 1.000107855,
2798.912140320, 1.000076154,
2798.953003749, 1.000105364,
2798.973435564, 1.000077092,
2798.993867278, 1.000042379,
2799.014298993, 1.000050306,
2799.034730708, 1.000040473,
2799.055162423, 1.000132049,
2799.075594038, 1.000181056,
2799.096025854, 0.999808446,
2799.116457569, 0.999193078,
2799.136889285, 0.999125891,
2799.157321001, 0.999079879,
2799.198184534, 0.999057798,
2799.218616150, 0.999070952,
2799.239047866, 0.999111647,
2799.259479683, 0.999170497,
2799.279911300, 0.999643659,
2799.300343017, 1.000015000,
2799.320774834, 1.000072065,
2799.341206452, 1.000120035,
2799.382069987, 1.000199946,
2799.402501605, 1.000139264,
2799.443365141, 1.000147282,
2799.463796759, 1.000163738,
2799.484228578, 1.000120696,
2799.504660296, 1.000043487,
2799.525092115, 1.000137993,
2799.545523734, 1.000088102,
2799.565955453, 1.000064011,
2799.586387273, 1.000068564,
2799.606818892, 1.000014041,
2799.627250612, 1.000111676,
2799.647682432, 1.000106701,
2799.688545872, 1.000170297,
2799.708977592, 1.000113793,
2799.729409312, 1.000164814,
2799.749841033, 1.000115001,
2799.770272754, 1.000135116,
2799.790704475, 1.000083289,
2799.811136196, 1.000098000,
2799.831567917, 1.000010106,
2799.851999539, 1.000025842,
2799.872431360, 1.000105524,
2799.892863082, 1.000070223,
2799.933726526, 1.000099440,
2799.954158248, 1.000129116,
2799.974590071, 1.000108338,
2799.995021693, 1.000072805,
2800.015453416, 1.000071454,
2800.035885239, 1.000075578,
2800.056316862, 1.000076720,
2800.076748686, 1.000156522,
2800.097180409, 0.999898283,
2800.117612033, 1.000135992,
2800.138043856, 1.000211636,
2800.178907305, 1.000108879,
2800.199339029, 1.000052904,
2800.219770753, 1.000134692,
2800.240202578, 1.000161131,
2800.260634203, 1.000180253,
2800.281065928, 1.000150656,
2800.301497753, 1.000139169,
2800.321929378, 1.000209083,
2800.342361104, 1.000163139,
2800.362792929, 1.000178511,
2800.383224655, 1.000122855,
2800.424088107, 1.000196930,
2800.444519734, 1.000175082,
2800.464951560, 1.000177434,
2800.485383287, 1.000197123,
2800.505814914, 1.000165137,
2800.526246741, 1.000165727,
2800.546678468, 1.000207755,
2800.567110095, 1.000251460,
2800.587541923, 1.000200489,
2800.607973651, 1.000155774,
2800.628405479, 1.000139151,
2800.669268835, 1.000137931,
2800.689700663, 1.000226931,
2800.710132292, 1.000147003,
2800.730564021, 1.000113451,
2800.750995850, 1.000148347,
2800.771427479, 1.000171555,
2800.791859208, 1.000151403,
2800.812291038, 1.000140872,
2800.832722767, 1.000139558,
2800.853154497, 1.000139373,
2800.873586227, 1.000162723,
2800.914449687, 1.000100065,
2800.934881418, 1.000223874,
2800.955313149, 1.000086947,
2800.975744980, 1.000127527,
2800.996176611, 1.000115124,
2801.016608442, 1.000091315,
2801.037040173, 1.000122295,
2801.057471805, 1.000041496,
2801.077903637, 1.000097024,
2801.098335269, 1.000063517,
2801.118767001, 1.000073934,
2801.159630465, 1.000100995,
2801.180062298, 1.000279560,
2801.200494031, 1.000077169,
2801.220925664, 1.000137033,
2801.241357497, 0.999911498,
2801.261789231, 0.999851752,
2801.282220864, 0.999733511,
2801.302652698, 0.999651591,
2801.323084432, 0.999768187,
2801.343516066, 0.999664165,
2801.363947900, 0.999698858,
2801.404811469, 1.000110047,
2801.425243104, 1.000159381,
2801.445674839, 1.000032341,
2801.466106674, 1.000094208,
2801.486538310, 1.000000000,
2801.506970045, 1.000108506,
2801.527401881, 1.000052268,
2801.547833617, 1.000018903,
2801.568265353, 1.000058368,
2801.588697089, 1.000101640,
2801.609128826, 1.000040511,
2801.649992299, 1.000069508,
2801.670424036, 1.000141322,
2801.690855873, 1.000154840,
2801.711287511, 1.000135802,
2801.731719348, 1.000158810,
2801.752151086, 1.000139380,
2801.772582724, 1.000102096,
2801.793014562, 1.000089586,
2801.813446200, 1.000203846,
2801.833877939, 1.000139883,
2801.854309778, 1.000173218,
2801.895173156, 1.000127073,
2801.915604995, 1.000064147,
2801.936036634, 1.000161778,
2801.956468474, 1.000098075,
2801.976900214, 1.000166198,
2801.997331854, 1.000038152,
2802.017763694, 1.000082443,
2802.038195434, 1.000088855,
2802.058627175, 1.000055008,
2802.079058915, 1.000053938,
2802.099490656, 1.000225694,
2802.140354139, 1.000124345,
2802.160785880, 1.000101722,
2802.181217722, 1.000128069,
2802.201649464, 1.000072166,
2802.222081106, 1.000130901,
2802.242512948, 1.000035246,
2802.262944691, 1.000076076,
2802.283376433, 1.000112397,
2802.303808176, 1.000084017,
2802.324239919, 1.000044725,
2802.344671762, 1.000076238,
2802.385535149, 1.000076060,
2802.405966993, 1.000312003,
2802.426398637, 1.000117077,
2802.446830381, 1.000080332,
2802.467262125, 1.000063330,
2802.487693870, 1.000155412,
2802.508125715, 1.000149187,
2802.528557360, 1.000115784,
2802.548989105, 1.000059727,
2802.569420950, 1.000083510,
2802.589852596, 1.000210235,
2802.630716187, 1.000190953,
2802.651147833, 1.000142601,
2802.671579679, 1.000197745,
2802.692011426, 1.000150592,
2802.712443173, 1.000169721,
2802.732874919, 1.000111607,
2802.753306666, 1.000011038,
2802.773738414, 1.000219070,
2802.794170161, 1.000214355,
2802.814601909, 1.000294257,
2802.835033757, 1.000234607,
2802.855465505, 1.000124148,
2802.875897153, 1.000117364,
2802.896329001, 1.000100758,
2802.916760750, 1.000192833,
2802.937192399, 1.000081172,
2802.957624248, 1.000163017,
2802.978055997, 1.000187935,
2802.998487646, 1.000271687,
2803.018919496, 1.000262885,
2803.039351246, 1.000251267,
2803.059783096, 1.000179127,
2803.080214746, 1.000248880,
2803.121078247, 1.000172123,
2803.141509998, 1.000142828,
2803.161941749, 1.000127268,
2803.182373500, 1.000174196,
2803.202805251, 1.000188759,
2803.223237103, 1.000162890,
2803.243668755, 1.000165204,
2803.264100506, 1.000101301,
2803.284532359, 1.000212872,
2803.304964011, 1.000101104,
2803.325395764, 1.000114580,
2803.366259269, 1.000116290,
2803.386691123, 1.000170473,
2803.407122876, 1.000146715,
2803.427554630, 1.000188256,
2803.447986383, 1.000119344,
2803.468418137, 1.000208836,
2803.488849892, 1.000192928,
2803.509281646, 1.000246923,
2803.529713400, 1.000131236,
2803.550145255, 1.000151537,
2803.570577010, 1.000191669,
2803.611440521, 1.000187077,
2803.631872277, 1.000129426,
2803.652303932, 1.000184535,
2803.672735788, 1.000182754,
