BJD - 2454833, Corrected Flux
2803.693167545, 1.000270573,
2803.713599201, 1.000174138,
2803.734031058, 1.000221116,
2803.754462814, 1.000136142,
2803.774894671, 1.000247654,
2803.795326329, 1.000192163,
2803.815758086, 1.000039230,
2803.856621602, 1.000129691,
2803.877053260, 1.000218472,
2803.897485118, 1.000182448,
2803.917916876, 1.000174378,
2803.938348735, 1.000166906,
2803.958780394, 1.000130969,
2803.979212153, 1.000262229,
2803.999644012, 1.000268844,
2804.020075672, 1.000284229,
2804.040507432, 1.000182561,
2804.060939292, 1.000153072,
2804.101802812, 1.000351029,
2804.122234573, 1.000177371,
2804.142666333, 1.000090333,
2804.163098094, 1.000083946,
2804.183529856, 1.000013883,
2804.203961617, 1.000144467,
2804.224393478, 1.000091537,
2804.244825140, 1.000131912,
2804.265256902, 1.000123191,
2804.285688764, 1.000146781,
2804.306120427, 1.000148710,
2804.326552290, 1.000105365,
2804.346984052, 1.000123352,
2804.367415715, 1.000057353,
2804.387847579, 1.000221850,
2804.408279342, 1.000191463,
2804.428711006, 1.000207157,
2804.449142870, 1.000092704,
2804.469574634, 1.000035817,
2804.490006398, 1.000057866,
2804.510438163, 1.000026807,
2804.530869828, 1.000123992,
2804.551301693, 1.000075054,
2804.592165223, 1.000073835,
2804.612596989, 1.000108219,
2804.633028755, 1.000086732,
2804.653460621, 1.000002751,
2804.673892287, 1.000167168,
2804.694324053, 1.000131468,
2804.714755920, 1.000157136,
2804.735187687, 1.000034527,
2804.755619354, 0.999978682,
2804.776051221, 1.000001652,
2804.796482989, 1.000050899,
2804.837346524, 0.999919882,
2804.857778293, 1.000181809,
2804.878210161, 1.000038782,
2804.898641830, 1.000092858,
2804.919073598, 0.999961073,
2804.939505467, 0.999990765,
2804.959937137, 0.999926790,
2804.980368906, 0.999978428,
2805.000800776, 0.999988424,
2805.021232446, 0.999985042,
2805.041664316, 1.000075400,
2805.082527757, 1.000047608,
2805.102959628, 0.999924427,
2805.123391399, 0.999998447,
2805.143823070, 0.999905724,
2805.164254941, 0.999971914,
2805.184686713, 1.000040322,
2805.205118485, 1.000000752,
2805.225550257, 1.000089088,
2805.245982029, 1.000051023,
2805.266413802, 1.000129298,
2805.286845574, 1.000085802,
2805.327709120, 1.000070423,
2805.348140894, 1.000052108,
2805.368572767, 1.000091559,
2805.389004441, 1.000021106,
2805.409436215, 1.000118576,
2805.429868090, 1.000020308,
2805.450299864, 1.000116425,
2805.470731539, 1.000057463,
2805.491163414, 0.999964140,
2805.511595189, 0.999939725,
2805.532026864, 0.999903715,
2805.572890516, 1.000034036,
2805.593322392, 1.000063391,
2805.613754068, 0.999976453,
2805.634185845, 0.999943855,
2805.654617721, 0.999976170,
2805.675049398, 0.999997746,
2805.695481176, 0.999970603,
2805.715913053, 1.000000048,
2805.736344731, 1.000033798,
2805.756776608, 0.999945045,
2805.777208386, 0.999929268,
2805.818071943, 0.999909779,
2805.838503722, 0.999984778,
2805.858935501, 0.999961741,
2805.879367280, 0.999996624,
2805.899799060, 0.999965866,
2805.920230839, 1.000019637,
2805.940662619, 0.999907745,
2805.961094399, 0.999906203,
2805.981526180, 0.999923939,
2806.001957960, 0.999957721,
2806.022389741, 0.999941590,
2806.063253303, 0.999929075,
2806.083685085, 0.999861744,
2806.104116966, 0.999927351,
2806.124548648, 0.999872925,
2806.144980530, 0.999987364,
2806.165412313, 0.999929922,
2806.185843995, 0.999825420,
2806.206275878, 0.999807586,
2806.226707661, 0.999869679,
2806.247139344, 0.999963579,
2806.267571228, 0.999890058,
2806.288003012, 0.999978308,
2806.308434896, 0.999905357,
2806.328866580, 0.999925649,
2806.349298364, 0.999899139,
2806.369730249, 0.999951749,
2806.390161934, 0.999944372,
2806.410593719, 0.999965918,
2806.431025604, 0.999975463,
2806.451457290, 0.999979431,
2806.471889176, 0.999979009,
2806.492320962, 0.999927069,
2806.512752748, 0.999941397,
2806.553616321, 0.999974195,
2806.574048008, 1.000012161,
2806.594479896, 0.999962363,
2806.614911683, 1.000031048,
2806.635343371, 1.000008560,
2806.655775259, 1.000002969,
2806.676207047, 0.999991949,
2806.696638835, 1.000015424,
2806.717070624, 0.999981957,
2806.737502413, 0.999928591,
2806.757934302, 0.999935489,
2806.798797781, 1.000000687,
2806.819229670, 0.999961154,
2806.839661360, 0.999986805,
2806.860093251, 0.999963719,
2806.880525041, 0.999973722,
2806.900956732, 0.999971386,
2806.921388623, 0.999970410,
2806.941820414, 0.999977065,
2806.962252105, 0.999956962,
2806.982683997, 1.000031517,
2807.003115789, 0.999995843,
2807.043979373, 0.999983455,
2807.064411166, 0.999986407,
2807.084843059, 1.000032804,
2807.105274752, 0.999968821,
2807.125706545, 1.000081537,
2807.146138439, 0.999990140,
2807.166570133, 1.000043804,
2807.187002027, 1.000049605,
2807.207433821, 1.000063771,
2807.227865515, 1.000065889,
2807.248297410, 1.000108802,
2807.289160900, 1.000150126,
2807.309592796, 1.000133656,
2807.330024592, 1.000051437,
2807.350456288, 1.000198005,
2807.370888184, 1.000124642,
2807.391319980, 1.000191187,
2807.411751877, 1.000193451,
2807.432183574, 1.000117039,
2807.452615371, 1.000164409,
2807.473047268, 1.000184616,
2807.493478966, 1.000104033,
2807.534342662, 1.000080530,
2807.554774360, 1.000010438,
2807.575206259, 1.000115564,
2807.595638058, 1.000113248,
2807.616069757, 1.000156778,
2807.636501656, 1.000256727,
2807.656933456, 1.000226003,
2807.677365156, 1.000209240,
2807.697797055, 1.000161740,
2807.718228856, 1.000179189,
2807.738660756, 1.000110802,
2807.779524258, 1.000206787,
2807.799956159, 1.000197281,
2807.820387861, 1.000131423,
2807.840819663, 1.000153702,
2807.861251565, 1.000156577,
2807.881683367, 1.000163440,
2807.902115069, 1.000180212,
2807.922546972, 1.000152900,
2807.942978775, 1.000121218,
2807.963410578, 1.000108115,
2807.983842382, 1.000167227,
2808.024705990, 1.000180913,
2808.045137794, 1.000183752,
2808.065569498, 1.000066652,
2808.086001403, 1.000237647,
2808.106433208, 1.000198950,
2808.126865113, 1.000207918,
2808.147296819, 1.000097861,
2808.167728624, 1.000096039,
2808.188160530, 1.000118477,
2808.208592236, 1.000111361,
2808.229024043, 1.000120020,
2808.269887657, 1.000119856,
2808.290319564, 1.000137533,
2808.310751371, 1.000186180,
2808.331183079, 1.000171282,
2808.351614987, 1.000203323,
2808.372046795, 1.000121629,
2808.392478603, 1.000109164,
2808.412910412, 1.000019147,
2808.433342221, 1.000057206,
2808.453774030, 1.000097785,
2808.474205840, 1.000059468,
2808.535501369, 1.000194336,
2808.555933080, 1.000128034,
2808.576364991, 1.000225213,
2808.596796702, 1.000225531,
2808.617228513, 1.000048426,
2808.637660424, 1.000025080,
2808.658092136, 1.000128092,
2808.678524048, 1.000401121,
2808.698955860, 1.000273186,
2808.719387573, 1.000299124,
2808.739819485, 1.000212315,
2808.760251298, 1.000184867,
2808.780683011, 1.000221385,
2808.801114925, 1.000119900,
2808.821546739, 1.000158543,
2808.841978653, 1.000135774,
2808.862410367, 1.000018835,
2808.882842181, 1.000103095,
2808.903274096, 1.000170837,
2808.923705811, 1.000227292,
2808.944137626, 1.000148710,
2808.964569542, 1.000199325,
2809.005433174, 1.000074042,
2809.025864990, 1.000105155,
2809.046296707, 1.000214537,
2809.066728623, 1.000165189,
2809.087160440, 1.000278737,
2809.107592258, 1.000141230,
2809.128024075, 1.000041250,
2809.148455893, 1.000031873,
2809.168887711, 1.000093106,
2809.189319629, 1.000171556,
2809.209751348, 1.000137442,
2809.230183267, 1.000085960,
2809.250614986, 0.999943342,
2809.271046805, 0.999980100,
2809.291478725, 0.999994193,
2809.311910445, 1.000059881,
2809.332342265, 1.000086133,
2809.352774185, 1.000086340,
2809.373205906, 1.000088977,
2809.393637827, 1.000103585,
2809.414069648, 1.000112115,
2809.434501370, 1.000020048,
2809.454933291, 0.999967061,
2809.495796836, 1.000033537,
2809.516228758, 1.000005893,
2809.536660581, 1.000029001,
2809.557092504, 1.000078008,
2809.577524227, 1.000058333,
2809.597956051, 1.000040505,
2809.618387974, 1.000053167,
2809.638819698, 1.000012693,
2809.659251523, 0.999990106,
2809.679683447, 0.999939947,
2809.700115272, 0.999917964,
2809.740978923, 1.000012943,
2809.761410748, 1.000002920,
2809.781842574, 1.000004931,
2809.802274400, 1.000062707,
2809.822706227, 1.000074455,
2809.843138053, 1.000047794,
2809.863569880, 0.999971633,
2809.884001707, 0.999916766,
2809.904433635, 1.000046130,
2809.924865363, 0.999955425,
2809.945297291, 1.000062769,
2810.006592776, 1.000069473,
2810.027024505, 1.000156186,
2810.047456335, 0.999975790,
2810.067888264, 0.999997743,
2810.088319994, 1.000014144,
2810.108751924, 1.000014673,
2810.129183755, 1.000097313,
2810.149615485, 1.000065618,
2810.170047416, 1.000154531,
2810.190479248, 0.999984552,
2810.210910979, 1.000080120,
2810.231342911, 1.000072690,
2810.251774743, 1.000080408,
2810.272206675, 1.000076326,
2810.292638408, 1.000057248,
2810.313070240, 1.000079640,
2810.333502173, 1.000149976,
2810.353933907, 1.000233157,
2810.374365740, 1.000243395,
2810.394797674, 1.000371310,
2810.415229508, 1.000256423,
2810.435661343, 1.000344786,
2810.456093177, 1.000111634,
2810.476525012, 1.000162989,
2810.496956848, 1.000120205,
2810.517388683, 1.000124923,
2810.537820519, 1.000209026,
2810.558252455, 1.000183949,
2810.578684191, 1.000225143,
2810.599116028, 1.000214197,
2810.619547865, 1.000223373,
2810.639979702, 1.000220631,
2810.660411639, 1.000203737,
2810.680843377, 1.000198726,
2810.721707153, 1.000042443,
2810.742138892, 1.000021383,
2810.762570730, 1.000078293,
2810.783002669, 1.000016683,
2810.803434409, 0.999936201,
2810.823866348, 0.999776446,
2810.844298188, 0.999853385,
2810.864729928, 0.999657990,
2810.885161869, 0.999643668,
2810.905593709, 0.999652922,
2810.926025550, 0.999766863,
2810.966889233, 0.999962488,
2810.987321175, 1.000017605,
2811.007752917, 1.000060797,
2811.028184759, 1.000180549,
2811.048616702, 1.000013348,
2811.069048545, 1.000080661,
2811.089480288, 0.999975487,
2811.109912231, 0.999999810,
2811.130344075, 0.999956107,
2811.150775919, 1.000071929,
2811.171207763, 1.000036004,
2811.212071552, 1.000083941,
2811.232503298, 1.000016242,
2811.252935143, 1.000166129,
2811.273366989, 1.000011454,
2811.293798834, 1.000083503,
2811.314230681, 0.999993477,
2811.334662527, 1.000131166,
2811.355094374, 1.000058720,
2811.375526321, 1.000162376,
2811.395958068, 1.000018766,
2811.416389916, 1.000092588,
2811.436821864, 1.000151071,
2811.457253612, 1.000045792,
2811.477685460, 1.000125491,
2811.498117409, 1.000085221,
2811.518549158, 1.000135395,
2811.538981107, 1.000168126,
2811.559412957, 1.000214335,
2811.579844806, 1.000141154,
2811.600276657, 1.000177388,
2811.620708507, 1.000163728,
2811.641140358, 1.000074344,
2811.661572209, 1.000239702,
2811.702436011, 1.000198477,
2811.722867863, 1.000237816,
2811.743299615, 1.000232831,
2811.763731568, 1.000183801,
2811.784163420, 1.000221351,
2811.804595173, 1.000241568,
2811.825027126, 1.000241238,
2811.845458980, 1.000203266,
2811.865890834, 1.000174229,
2811.886322688, 1.000250336,
2811.906754542, 1.000245615,
2811.947618252, 1.000214424,
2811.968050107, 1.000258827,
2811.988481962, 1.000204253,
2812.008913818, 1.000303792,
2812.029345574, 1.000203845,
2812.049777530, 1.000232950,
2812.070209387, 1.000206668,
2812.090641344, 1.000205638,
2812.111073101, 1.000229869,
2812.131504959, 1.000154126,
2812.151936916, 1.000232206,
2812.192800533, 1.000294194,
2812.213232491, 1.000154353,
2812.233664250, 1.000177891,
2812.254096209, 1.000185400,
2812.274528069, 1.000180294,
2812.294959929, 1.000237065,
2812.315391789, 1.000142987,
2812.335823649, 1.000276811,
2812.356255510, 1.000192832,
2812.376687471, 1.000315775,
2812.397119232, 1.000281245,
2812.417551193, 1.000196846,
2812.437983055, 1.000123223,
2812.458414817, 1.000176972,
2812.478846780, 1.000220586,
2812.499278642, 1.000119773,
2812.519710405, 1.000135867,
2812.540142368, 1.000119491,
2812.560574232, 1.000174087,
2812.581006196, 1.000178804,
2812.601437960, 1.000242218,
2812.621869824, 1.000273313,
2812.642301689, 1.000344696,
2812.683165419, 1.000157016,
2812.703597285, 1.000192912,
2812.724029151, 1.000212569,
2812.744461017, 1.000205046,
2812.764892883, 1.000365216,
2812.785324750, 1.000248839,
2812.805756717, 1.000101229,
2812.826188484, 1.000204308,
2812.846620352, 1.000262111,
2812.867052320, 1.000199677,
2812.887484088, 1.000225814,
2812.907915956, 1.000256216,
2812.928347925, 1.000218591,
2812.948779794, 1.000333053,
2812.969211663, 1.000212974,
2812.989643533, 1.000291558,
2813.010075403, 1.000259886,
2813.030507273, 1.000251634,
2813.050939144, 1.000251992,
2813.071371015, 1.000138969,
2813.091802986, 1.000208616,
2813.112234757, 1.000317872,
2813.132666729, 1.000328183,
2813.173530373, 1.000310377,
2813.193962346, 1.000298407,
2813.214394219, 1.000269231,
2813.234825992, 1.000290633,
2813.255257965, 1.000252500,
2813.275689839, 1.000227723,
2813.296121713, 1.000224291,
2813.316553588, 1.000304587,
2813.336985462, 1.000346526,
2813.357417337, 1.000293919,
2813.377849213, 1.000340248,
2813.418712964, 1.000418944,
2813.439144840, 1.000313567,
2813.459576717, 1.000295122,
2813.480008593, 1.000263544,
2813.500440470, 1.000206863,
2813.520872448, 1.000218198,
2813.541304225, 1.000236781,
2813.561736103, 1.000305166,
2813.582168082, 1.000368477,
2813.602599960, 1.000270779,
2813.623031739, 1.000296442,
2813.663895598, 1.000306578,
2813.684327477, 1.000372626,
2813.704759357, 1.000412137,
2813.725191238, 1.000306933,
2813.745623219, 1.000424499,
2813.766055000, 1.000221340,
2813.786486881, 1.000273877,
2813.806918862, 1.000341102,
2813.827350644, 1.000279206,
2813.847782626, 1.000312068,
2813.868214509, 1.000303633,
2813.909078275, 1.000265676,
2813.929510158, 1.000259249,
2813.949941942, 1.000184891,
2813.970373926, 1.000181091,
2813.990805810, 1.000253539,
2814.011237595, 1.000374876,
2814.031669580, 1.000411470,
2814.052101365, 1.000359613,
2814.072533350, 1.000429473,
2814.092965236, 1.000252481,
2814.113397022, 1.000301893,
2814.133829009, 1.000260659,
2814.154260895, 1.000242279,
2814.174692782, 1.000312586,
2814.195124670, 1.000288257,
2814.215556557, 1.000384788,
2814.235988545, 1.000269089,
2814.256420434, 1.000276949,
2814.276852222, 1.000283365,
2814.297284211, 1.000315654,
2814.317716100, 1.000347824,
2814.338147890, 1.000415684,
2814.358579879, 1.000418639,
2814.399443760, 1.000464694,
2814.419875551, 1.000307819,
2814.440307442, 1.000277223,
2814.460739433, 1.000243304,
2814.481171225, 1.000218587,
2814.501603116, 1.000273920,
2814.522035109, 1.000266049,
2814.542466901, 1.000268488,
2814.562898894, 1.000277210,
2814.583330787, 1.000329614,
2814.603762581, 1.000287657,
2814.644626469, 1.000247584,
2814.665058263, 1.000226125,
2814.685490258, 1.000195841,
2814.705922153, 1.000109654,
2814.726354048, 1.000190458,
2814.746785944, 1.000231807,
2814.767217840, 1.000275797,
2814.787649736, 1.000214366,
2814.808081633, 1.000174691,
2814.828513530, 1.000239757,
2814.848945427, 1.000194503,
2814.889809222, 1.000169522,
2814.910241120, 1.000237214,
2814.930673019, 1.000327665,
2814.951105017, 1.000272718,
2814.971536917, 1.000211553,
2814.991968716, 1.000230862,
2815.012400716, 1.000220109,
2815.032832616, 1.000154006,
2815.053264416, 1.000184822,
2815.073696417, 1.000203732,
2815.094128318, 1.000143621,
2815.134992120, 1.000255063,
2815.155424022, 1.000345753,
2815.175856025, 1.000205354,
2815.196287827, 1.000162583,
2815.216719730, 1.000164650,
2815.237151733, 1.000203242,
2815.257583537, 1.000144300,
2815.278015540, 1.000165849,
2815.298447445, 1.000231508,
2815.318879249, 1.000198167,
2815.339311254, 1.000237554,
2815.380174964, 1.000201369,
2815.400606970, 1.000164780,
2815.421038776, 1.000185209,
2815.441470682, 1.000217178,
2815.461902689, 1.000241505,
2815.482334596, 1.000263751,
2815.502766503, 1.000246485,
2815.523198410, 1.000318343,
2815.543630318, 1.000300925,
2815.564062227, 1.000329573,
2815.584494135, 1.000320074,
2815.625358053, 1.000308146,
2815.645789863, 1.000260522,
2815.666221873, 1.000256295,
2815.686653783, 1.000240354,
2815.707085593, 1.000335483,
2815.727517604, 1.000301952,
2815.747949515, 1.000396000,
2815.768381326, 1.000382634,
2815.788813338, 1.000308449,
2815.809245250, 1.000215791,
2815.829677263, 1.000301332,
2815.890973002, 1.000281645,
2815.911404815, 1.000241111,
2815.931836729, 1.000191081,
2815.952268744, 1.000227055,
2815.972700558, 1.000206984,
2815.993132573, 1.000307177,
2816.013564489, 1.000241906,
2816.033996404, 1.000282990,
2816.054428320, 1.000202539,
2816.074860136, 1.000258560,
2816.115724070, 1.000319555,
2816.136155987, 1.000210111,
2816.156587805, 1.000150757,
2816.177019822, 1.000266256,
2816.197451741, 1.000165425,
2816.217883659, 1.000180262,
2816.238315578, 1.000207670,
2816.258747497, 1.000228087,
2816.279179517, 1.000124964,
2816.299611336, 1.000212589,
2816.320043257, 1.000264630,
2816.360907098, 1.000319308,
2816.381339119, 1.000155177,
2816.401771040, 1.000261607,
2816.422202862, 1.000166702,
2816.442634884, 1.000253305,
2816.463066807, 1.000217634,
2816.483498629, 1.000177407,
2816.503930652, 1.000282871,
2816.524362576, 1.000173636,
2816.544794599, 1.000261999,
2816.565226423, 1.000253264,
2816.606090373, 1.000203249,
2816.626522198, 1.000193990,
2816.646954123, 1.000206774,
2816.667386149, 1.000171508,
2816.687817975, 1.000247195,
2816.708250001, 1.000116145,
2816.728681928, 1.000197593,
2816.749113755, 1.000174575,
2816.769545782, 1.000126995,
2816.789977710, 1.000159838,
2816.810409538, 1.000147234,
2816.851273495, 1.000199324,
2816.871705324, 1.000228258,
2816.892137353, 1.000051336,
2816.912569283, 1.000108759,
2816.933001213, 1.000131545,
2816.953433143, 1.000092782,
2816.973865074, 1.000094255,
2816.994297104, 1.000085555,
2817.014728936, 1.000055480,
2817.035160867, 1.000110474,
2817.055592899, 1.000088924,
2817.096456764, 1.000144284,
2817.116888697, 1.000048855,
2817.137320531, 1.000117946,
2817.157752564, 1.000171676,
2817.178184498, 1.000117104,
2817.198616332, 1.000437859,
2817.219048367, 1.000101330,
2817.239480302, 1.000160153,
2817.259912337, 1.000096560,
2817.280344173, 1.000118769,
2817.300776109, 1.000180448,
2817.341639982, 1.000083250,
2817.362071919, 1.000087237,
2817.382503956, 1.000257338,
2817.402935794, 1.000215372,
2817.423367832, 1.000331617,
2817.443799770, 1.000283239,
2817.464231609, 1.000219780,
2817.484663648, 1.000121788,
2817.505095587, 1.000053904,
2817.525527427, 1.000150100,
2817.545959467, 1.000198300,
2817.566391407, 1.000311665,
2817.586823248, 1.000304507,
2817.607255289, 1.000280305,
2817.627687230, 1.000231579,
2817.648119272, 1.000262168,
2817.668551114, 1.000265044,
2817.688983056, 1.000208401,
2817.709415099, 1.000252444,
2817.729846942, 1.000205204,
2817.750278885, 1.000183296,
2817.770710929, 1.000244261,
2817.791142773, 1.000251435,
2817.832006762, 1.000304149,
2817.852438607, 1.000293485,
2817.872870652, 1.000233594,
2817.893302598, 1.000252244,
2817.913734544, 1.000180086,
2817.934166491, 1.000195776,
2817.954598437, 1.000228547,
2817.975030484, 1.000294536,
2817.995462332, 1.000263945,
2818.015894280, 1.000304538,
2818.036326328, 1.000232643,
2818.077190125, 1.000285505,
2818.097622074, 1.000310453,
2818.118054024, 1.000352862,
2818.138486074, 1.000352709,
2818.158918024, 1.000453784,
2818.179349874, 1.000276863,
2818.199781925, 1.000310039,
2818.220213876, 1.000307503,
2818.240645728, 1.000326988,
2818.261077780, 1.000382556,
2818.281509732, 1.000397877,
2818.301941584, 1.000500922,
2818.322373637, 1.000362980,
2818.342805591, 1.000387852,
2818.363237644, 1.000314565,
2818.383669498, 1.000356551,
2818.404101452, 1.000309723,
2818.424533507, 1.000320382,
2818.444965362, 1.000306071,
2818.465397317, 1.000381327,
2818.485829373, 1.000332280,
2818.506261229, 1.000380824,
2818.526693286, 1.000385706,
2818.567557099, 1.000475467,
2818.587989157, 1.000454754,
2818.608421114, 1.000398163,
2818.628853072, 1.000339936,
2818.649285031, 1.000410657,
2818.669716990, 1.000368244,
2818.690148949, 1.000347747,
